Latitude,Longitude,MedInc
35.87,-119.26,1.6469
37.54,-121.96,3.9909
37.49,-120.85,1.9429
37.24,-121.84,5.4741
33.78,-117.94,3.0125
38.25,-120.43,2.4583
34.13,-118.03,4.9583
33.97,-118.14,2.63
37.52,-122.27,3.7
38.92,-122.62,1.8417
34.05,-118.33,2.0706
34.25,-118.44,3.7
37.32,-121.89,2.1149
34.13,-117.89,4.1995
39.56,-120.23,2.46
34.44,-119.71,5.3184
37.77,-122.47,3.8571
34.03,-118.51,3.8571
34.05,-117.19,2.5143
34.1,-117.36,2.3205
34.12,-118.15,3.4018
32.82,-116.89,5.0201
34.02,-118.3,1.5781
40.52,-122.46,5.2149
34.19,-119.18,2.8561
33.92,-118.14,3.2237
33.69,-116.39,6.9833
34.04,-117.94,3.5592
36.82,-119.83,7.2909
34.07,-118.34,6.2223
34.67,-118.17,4.5659
34.16,-118.36,4.0764
36.86,-119.77,8.2737
34.19,-118.51,4.2865
37.51,-122.0,4.9867
37.95,-121.74,5.7104
34.08,-118.19,1.9038
34.14,-117.27,4.1
38.43,-122.59,3.4561
35.96,-119.04,1.875
33.97,-118.35,2.6734
33.77,-118.18,1.5536
38.26,-122.02,2.5896
36.6,-121.93,4.0154
39.01,-123.36,2.7232
34.2,-118.87,7.001
33.72,-118.06,15.0001
37.63,-122.49,3.2446
36.31,-119.31,2.0714
37.75,-122.49,3.7054
40.55,-122.31,3.5522
33.84,-118.01,3.9628
37.35,-118.42,4.375
34.05,-117.94,3.3409
34.01,-118.25,1.3287
39.47,-121.54,2.4952
34.1,-117.37,2.3889
37.8,-122.43,3.6893
37.45,-122.15,6.767
33.17,-117.22,3.625
32.56,-117.05,2.875
34.07,-117.91,4.5594
34.03,-118.42,4.5278
34.28,-118.48,5.5608
32.74,-117.14,2.5553
33.99,-118.18,1.6341
37.97,-121.98,5.2442
33.96,-118.24,1.9041
33.9,-118.4,7.9059
34.05,-118.4,3.6953
38.57,-121.52,2.89
34.03,-118.16,3.1724
38.29,-122.3,3.0404
33.83,-118.22,3.9091
38.47,-122.67,3.0568
34.08,-117.19,2.6536
37.82,-122.25,2.6429
37.85,-121.96,12.2478
37.98,-122.07,4.0154
34.1,-118.12,4.0556
40.69,-122.38,1.7422
33.91,-118.2,3.5878
34.22,-118.56,4.4271
39.13,-121.63,1.8208
37.47,-122.28,6.8879
32.8,-117.02,4.1162
33.78,-118.25,1.4444
33.76,-118.13,4.25
34.03,-118.3,2.7125
33.9,-118.23,2.4706
34.24,-117.32,1.9265
41.31,-122.3,2.4526
37.79,-122.41,1.724
33.93,-118.21,2.5083
34.02,-118.31,1.2434
38.95,-122.62,1.6865
40.57,-122.4,1.655
37.74,-122.13,5.0
34.06,-117.73,3.1786
33.82,-118.2,5.2606
34.16,-117.59,7.8252
32.56,-117.07,3.0992
35.41,-119.12,4.4561
33.15,-117.32,5.4904
34.19,-118.51,5.3028
34.08,-117.92,4.2986
36.76,-119.76,1.4766
32.85,-116.94,4.7578
33.87,-117.8,4.2566
34.09,-118.16,3.1442
36.79,-120.08,2.9808
34.17,-118.43,2.6979
34.1,-118.18,4.875
34.18,-118.15,3.3125
33.01,-117.32,4.125
33.89,-118.31,4.1458
33.75,-116.33,4.0360000000000005
38.31,-122.29,2.2721
37.92,-122.32,3.3594
33.92,-118.18,3.2734
38.57,-121.53,4.0833
33.32,-117.03,3.8438
34.08,-117.87,3.2469
34.03,-118.32,2.8971
38.29,-122.3,2.4728
34.21,-118.19,6.553
34.04,-117.87,6.6288
34.2,-118.36,2.5267
36.83,-119.79,2.2215
37.95,-122.05,5.4482
34.1,-117.86,3.5977
39.13,-121.62,1.6719
38.0,-120.4,2.6544
34.02,-118.2,2.3944
33.82,-117.83,5.7817
33.81,-117.14,3.2778
34.22,-118.45,2.7714
33.99,-118.24,1.6731
33.99,-118.43,4.0189
38.58,-121.41,3.089
34.08,-117.44,3.6025
32.8,-117.21,1.7273
34.2,-118.43,3.1118
38.51,-121.48,2.5926
34.13,-118.68,6.7273
33.92,-118.09,4.5699
34.07,-117.18,2.1154
34.88,-117.02,3.0313
36.59,-121.85,3.3156
34.0,-118.27,1.7052
34.12,-117.43,3.2056
38.38,-122.58,4.7237
34.47,-119.72,5.8411
34.14,-118.08,6.1159
37.78,-122.44,1.4866
33.89,-117.78,8.9088
37.87,-122.29,2.537
37.85,-122.28,1.808
38.21,-121.15,4.0365
37.77,-122.5,4.125
34.13,-118.2,3.3438
34.86,-120.43,3.8203
37.64,-122.06,3.8259
37.33,-121.89,2.2583
36.42,-121.31,2.6629
32.66,-117.09,1.8333
33.93,-118.13,3.5227
37.35,-122.04,5.678
34.03,-117.15,6.5648
34.24,-116.88,4.6394
39.83,-121.5,1.6948
37.58,-122.37,12.4291
32.78,-115.56,3.0603
32.78,-117.02,3.3675
33.11,-117.08,2.2
38.54,-121.67,4.2432
33.88,-118.35,3.2594
33.95,-117.43,4.0526
36.96,-120.08,3.1136
39.02,-120.81,2.8155
39.1,-123.16,2.775
34.07,-118.41,3.9904
33.9,-118.34,5.5133
34.08,-117.81,7.7876
37.99,-121.31,1.886
33.8,-118.12,2.7092
37.19,-121.8,4.5417
34.19,-118.39,2.4167
34.21,-118.21,4.7734
34.06,-118.41,4.1411
37.81,-122.28,0.8075
34.89,-117.04,3.175
37.48,-121.92,5.3813
34.23,-118.22,8.4802
33.86,-116.08,2.425
40.51,-122.24,4.559
33.22,-117.27,5.0249
33.88,-117.87,3.6417
38.67,-121.23,3.8954
37.98,-122.01,4.0507
39.23,-123.2,2.3583
32.8,-117.0,3.0189
38.57,-121.47,2.1691
34.38,-119.67,3.1625
39.45,-121.94,1.832
34.05,-118.42,7.8164
37.65,-122.53,4.0556
36.95,-120.09,4.1544
33.85,-118.07,7.0113
37.51,-120.83,4.6635
37.54,-122.26,6.9635
37.77,-122.43,3.6894
36.13,-117.69,1.7868
37.37,-121.83,3.2279
36.27,-119.25,2.6875
34.96,-120.41,4.65
33.99,-118.07,4.5595
33.95,-118.23,0.9518
33.82,-118.17,4.1354
40.8,-124.15,1.755
33.86,-118.27,6.5799
33.79,-118.25,2.375
34.51,-117.28,3.0181
36.83,-119.73,5.0828
37.4,-122.09,3.5179
38.54,-121.42,2.398
34.03,-118.27,1.7115
33.93,-117.9,3.3173
33.75,-118.31,6.287000000000001
33.79,-118.12,4.3317
34.0,-118.44,4.75
33.57,-117.71,4.877
34.03,-118.15,2.0536
37.29,-121.9,6.6331
33.84,-118.37,6.7105
34.04,-118.44,2.1875
34.19,-118.41,3.6625
32.62,-117.08,3.4773
33.69,-116.19,2.5383
34.48,-117.18,2.7778
33.92,-117.95,3.6106
32.82,-117.11,2.875
33.83,-118.06,3.8512
33.87,-118.33,4.2614
33.21,-117.24,3.0982
38.31,-121.27,4.4107
34.03,-117.31,5.7393
33.79,-117.86,3.1792
38.77,-121.33,4.2259
34.05,-118.2,1.9615
34.19,-118.61,4.3125
38.03,-121.94,1.4871
39.29,-121.32,3.5673
36.77,-119.82,3.0568
33.9,-118.22,1.9423
35.37,-118.97,1.4125
34.17,-118.14,2.3
38.66,-121.27,4.1382
38.27,-122.01,4.0619
34.39,-119.52,2.6397
33.75,-117.87,0.971
32.78,-116.95,6.2552
39.18,-121.63,2.0978
33.98,-117.98,6.2217
32.79,-117.11,3.3849
34.11,-117.29,0.7075
37.56,-122.03,4.6978
37.74,-122.5,3.7552
37.72,-122.44,3.8958
33.79,-118.14,3.1711
36.55,-121.7,7.6245
33.92,-118.18,2.4583
37.76,-122.39,3.9722
34.15,-118.01,3.2377
34.11,-118.28,4.2019
35.17,-119.48,3.125
37.32,-120.49,1.9528
37.78,-122.39,3.6037
32.8,-117.2,4.2417
32.74,-117.02,3.5
33.85,-117.88,3.7772
38.4,-120.66,3.175
33.86,-118.08,3.5268
37.34,-122.07,7.3561
34.12,-117.29,1.0951
36.62,-121.91,3.2865
36.55,-119.39,3.3869
34.1,-118.38,9.3092
34.23,-119.12,2.4643
33.66,-117.82,6.4967
37.56,-122.37,11.6833
37.64,-122.08,3.3479
34.16,-118.4,4.2989
36.06,-118.97,1.975
34.06,-118.1,2.9524
38.0,-121.3,1.7774
35.42,-119.03,2.5703
37.59,-122.38,3.0744
34.7,-118.16,4.8787
32.97,-117.1,2.4459
34.17,-118.12,4.7098
34.95,-120.43,3.6815
33.96,-118.1,3.6667
37.39,-121.96,4.5062
36.8,-120.02,2.1618
34.02,-118.5,2.775
34.07,-117.13,2.8031
35.49,-119.27,2.3533
33.84,-117.92,3.2969
38.26,-120.93,3.2937
32.76,-117.0,6.5645
37.9,-122.54,4.4375
37.38,-121.86,5.8686
38.04,-122.26,2.694
37.31,-120.48,2.355
32.79,-117.24,2.6902
33.9,-118.1,3.6
37.91,-122.28,6.5576
34.09,-118.31,1.8977
34.19,-118.43,4.125
38.94,-119.98,1.9018
33.87,-118.2,3.9469
38.53,-121.49,3.3906
33.99,-118.32,3.7167
34.69,-116.9,0.4999
37.94,-122.34,1.681
37.53,-122.28,4.8047
33.83,-118.36,5.6013
37.34,-121.87,2.6667
37.44,-121.91,4.7794
34.04,-118.52,10.8082
37.3,-121.04,3.3824
34.02,-117.53,5.3269
34.14,-117.88,7.5112
32.82,-115.32,3.6528
32.67,-117.08,2.5662
33.89,-117.99,8.5621
36.21,-119.37,1.4455
33.87,-118.37,6.02
37.98,-121.3,2.6364
34.71,-118.12,2.5179
37.33,-121.85,4.5208
34.42,-119.72,2.6019
33.87,-118.17,2.9803
37.78,-122.23,2.6429
34.07,-118.27,1.87
33.85,-118.17,4.2218
37.77,-122.26,2.875
41.38,-122.28,2.8036
38.93,-119.98,2.6607
37.75,-122.18,1.712
34.08,-118.11,4.5446
33.87,-118.08,4.1406
33.66,-117.28,2.6949
32.92,-117.14,4.9706
34.1,-118.22,4.0469
36.86,-119.8,3.7656
35.38,-118.94,3.7533
34.09,-117.96,3.1621
34.19,-118.32,3.3897
34.15,-117.22,6.2516
37.71,-122.07,4.9801
36.78,-119.8,2.2614
37.39,-120.71,3.2721
34.03,-118.45,2.6528
36.14,-119.19,3.9
37.93,-122.37,1.75
34.21,-118.36,1.8929
37.78,-122.49,2.6719
37.6,-122.02,3.694
36.32,-121.25,2.9184
34.25,-118.85,7.2965
37.4,-122.08,4.1544
38.72,-121.25,5.2177
33.81,-118.0,2.8835
36.52,-119.55,3.0294
37.69,-122.46,4.0833
37.76,-122.46,3.93
39.4,-123.36,1.5625
33.87,-118.09,3.9837
37.76,-122.13,5.37
34.02,-118.33,4.26
34.65,-120.45,1.9257
33.8,-118.1,5.0574
37.78,-122.17,4.175
32.84,-117.2,4.55
36.69,-119.58,1.9766
34.25,-119.2,3.8889
36.68,-119.76,1.8355
38.34,-121.96,3.6036
33.9,-118.39,8.2037
33.98,-118.3,2.9375
33.97,-118.18,2.0057
33.97,-117.39,3.4044
34.19,-118.22,3.215
37.49,-122.24,2.5833
37.71,-121.02,3.6023
34.02,-118.52,5.0867
33.98,-117.33,1.9531
33.94,-118.35,2.5547
34.16,-118.03,9.8098
37.63,-122.49,5.155
34.05,-118.04,3.0536
33.69,-117.95,4.875
34.02,-118.41,3.5022
34.02,-118.46,3.0476
32.96,-117.25,6.6199
35.27,-120.71,5.4287
33.84,-118.31,2.6491
34.04,-118.26,2.462
37.27,-121.83,6.6712
37.76,-122.42,3.3937
38.53,-121.41,2.9737
38.13,-121.25,3.2993
40.66,-122.43,2.5417
37.77,-122.44,3.6186
33.94,-116.98,3.4545
33.33,-116.74,2.4744
33.65,-117.93,4.4211
38.66,-121.35,2.5556
34.06,-118.47,7.6447
33.79,-116.42,4.9444
37.3,-121.92,4.2762
33.89,-118.07,4.537
33.97,-118.26,1.7121
34.05,-117.72,4.0614
35.61,-117.68,3.5988
33.99,-118.2,2.551
32.67,-117.05,3.9646
37.58,-122.0,5.8151
36.0,-120.14,2.0335
37.36,-122.06,6.0777
38.9,-122.16,3.7574
33.91,-117.89,3.7321
37.92,-122.05,4.7094
35.37,-118.95,1.6728
34.01,-118.27,2.0817
37.75,-122.4,6.1359
33.9,-118.11,3.5052
34.0,-118.41,5.5284
38.02,-121.35,3.428
34.06,-117.77,1.9766
33.92,-118.25,2.5363
34.13,-118.22,5.7794
34.26,-118.42,3.9
37.72,-122.4,2.1187
37.26,-121.76,4.6458
38.03,-121.33,4.918
34.11,-118.27,3.0521
33.92,-118.22,3.4539
37.01,-121.59,4.3227
33.89,-118.0,5.1377
34.04,-118.39,4.125
37.57,-122.26,6.5948
33.79,-118.25,2.7143
32.78,-115.56,3.2083
33.77,-118.09,1.8015
37.68,-122.16,2.3869
37.98,-122.3,3.6518
33.61,-117.87,7.79
32.73,-117.23,2.7273
33.83,-118.21,2.8837
34.02,-118.32,2.0042
37.92,-122.55,6.1085
38.22,-122.63,5.565
35.37,-119.01,1.9125
34.01,-118.09,4.3333
34.17,-118.52,3.2154
34.15,-118.12,3.4167
34.63,-120.47,3.7917
33.99,-118.31,1.6559
33.79,-117.95,4.4667
33.84,-118.06,4.0542
34.1,-118.35,1.845
33.22,-117.22,1.7217
33.99,-118.46,3.5234
36.97,-121.99,2.1771
37.76,-122.47,3.6346
37.3,-120.48,1.5427
39.21,-122.01,2.5556
33.19,-117.38,1.9891
33.78,-118.09,6.6137
33.81,-116.54,3.1493
37.94,-122.52,5.9582
37.46,-122.22,4.3214
36.74,-119.71,2.4728
33.04,-115.62,2.2969
34.14,-116.32,1.69
37.66,-122.41,3.0052
33.68,-116.25,3.0114
38.73,-121.18,6.0302
34.13,-117.91,2.2132
34.21,-118.65,9.6465
37.93,-122.07,5.0255
38.25,-122.03,4.0905
34.24,-118.43,4.0208
37.64,-122.08,5.7309
33.83,-116.56,2.6083
41.54,-123.92,2.0202
33.94,-118.03,3.4792
33.98,-117.84,6.1076
37.74,-122.17,2.25
37.41,-122.09,3.575
39.36,-120.15,5.6856
36.81,-119.68,3.9792
34.15,-118.61,4.9102
35.11,-120.59,3.5744
33.77,-117.98,4.0955
38.72,-121.9,3.75
34.97,-120.44,1.7941
34.21,-118.22,3.5707
37.35,-120.61,2.2222
36.64,-121.79,2.3087
33.98,-118.09,3.6875
33.81,-117.91,2.5625
38.62,-121.5,3.7188
37.29,-122.03,10.3653
33.77,-117.95,3.2632
37.73,-122.46,6.8322
33.99,-118.21,3.2188
37.74,-121.42,4.8021
37.78,-122.22,1.7276
36.95,-121.79,3.7863
37.91,-122.29,4.0536
37.83,-122.27,1.375
34.21,-119.19,4.2227
33.87,-118.35,3.6169
39.75,-121.8,3.1125
37.76,-122.2,1.75
37.71,-121.07,3.375
33.73,-117.92,4.4728
36.63,-121.92,3.4167
34.05,-117.62,2.8281
34.03,-118.43,3.2308
34.44,-119.74,3.4047
37.82,-121.17,3.8472
33.84,-118.06,4.7953
38.02,-121.27,2.9821
38.66,-121.33,2.7797
37.79,-122.2,2.7788
33.96,-118.28,1.615
34.71,-118.12,1.125
34.14,-118.12,5.8692
37.87,-122.29,2.6165
34.03,-118.18,2.239
33.78,-118.31,3.5804
37.25,-121.9,4.6845
34.16,-118.33,3.4286
34.05,-117.14,6.746
34.03,-118.55,6.0307
37.95,-122.35,2.6328
32.8,-117.18,3.8542
37.75,-122.44,5.0505
34.1,-118.35,2.325
34.05,-118.48,9.5221
37.45,-122.14,7.8647
34.03,-117.02,4.2361
33.95,-118.01,4.6923
37.78,-122.42,3.1462
38.52,-120.0,3.15
34.06,-118.38,2.8233
33.73,-117.97,7.2845
37.41,-121.87,5.6683
35.3,-120.84,4.9359
35.38,-119.03,2.7312
38.6,-121.36,4.4643
33.67,-118.01,5.888
33.72,-118.08,7.1673
33.11,-117.05,5.4786
37.97,-122.29,4.4911
40.01,-121.23,1.625
36.74,-119.79,2.1094
34.06,-117.75,1.625
34.16,-118.4,2.3333
37.75,-122.15,3.8913
34.45,-117.79,3.2765
37.68,-121.0,4.9904
38.57,-121.43,4.0972
37.33,-120.46,3.2852
34.12,-118.26,3.1306
34.14,-117.3,1.9432
34.27,-118.77,4.7574
33.0,-117.25,5.8393
33.86,-117.93,4.5774
34.1,-118.07,3.2361
34.18,-118.94,5.9224
33.99,-118.35,5.0514
34.41,-117.29,1.5758
38.01,-121.24,2.4342
36.36,-119.32,3.4312
33.92,-118.21,3.1964
32.81,-117.18,4.7679
34.09,-118.35,2.5444
33.95,-118.1,3.7308
40.57,-122.35,3.2639
37.78,-122.39,4.7105
36.82,-119.64,5.6739
34.05,-118.3,2.1414
33.89,-116.51,1.95
38.85,-121.08,6.0
34.06,-117.33,2.5673
34.14,-118.21,2.2267
33.95,-118.32,5.0912
33.64,-117.84,2.4132
37.79,-122.41,3.0296
34.21,-118.23,3.5174
32.83,-116.99,3.1979
39.26,-120.99,3.7917
34.05,-118.18,2.8295
33.91,-117.91,3.6106
37.35,-121.83,3.7143
36.8,-119.7,3.8088
38.59,-121.52,1.6647
33.73,-118.3,4.194
34.28,-119.25,5.2261
34.18,-118.62,6.4044
37.68,-122.13,3.6
34.08,-118.38,3.9375
33.94,-118.27,1.6625
32.81,-116.83,4.8125
34.18,-118.41,3.9038
37.8,-122.28,2.0114
34.06,-118.25,1.7763
36.82,-119.72,2.2639
34.05,-118.2,2.625
34.07,-117.65,1.9236
37.74,-122.17,2.4776
36.08,-119.03,3.25
33.95,-118.26,1.5147
33.98,-118.36,3.5833
33.43,-117.61,3.9875
36.09,-119.08,2.7298
33.63,-117.9,6.1426
33.86,-117.26,3.1103
38.04,-121.11,2.9241
36.72,-120.05,1.8299
32.69,-117.05,3.16
34.08,-118.13,2.6716
40.56,-122.45,3.9375
37.24,-121.95,6.0957
34.27,-117.19,5.2146
37.8,-122.43,3.3715
34.08,-117.91,3.6625
34.05,-117.97,3.5179
38.15,-121.74,4.8173
32.56,-117.12,2.9286
34.09,-118.31,1.2412
38.29,-122.47,2.5658
34.24,-117.13,5.2563
38.64,-121.45,1.867
38.71,-121.29,3.5769
34.42,-118.43,6.2971
34.03,-118.43,3.1875
37.79,-122.22,2.5
34.03,-117.08,3.154
37.37,-121.88,3.5745
34.03,-118.36,2.2368
36.88,-121.71,3.7766
34.09,-118.27,4.625
38.06,-120.4,2.6544
35.12,-118.43,3.2632
33.79,-118.32,4.1477
37.91,-122.45,10.0791
34.02,-118.38,4.3077
33.98,-118.05,4.0379
37.81,-122.24,3.2727
34.74,-118.09,2.4348
38.69,-121.46,3.3125
34.25,-118.35,6.1464
33.75,-118.3,5.6611
33.81,-117.96,5.2384
34.45,-119.78,6.4744
37.38,-119.72,2.6071
38.67,-121.16,3.7796
34.06,-118.04,3.2132
33.82,-118.21,2.8438
34.16,-118.07,4.125
38.59,-121.37,4.775
33.97,-118.3,2.6311
38.49,-121.52,3.6196
34.17,-118.84,3.2176
37.89,-122.07,5.5636
37.67,-120.97,4.3851
38.57,-121.32,3.6897
37.68,-121.88,7.332999999999999
34.08,-117.31,1.9234
37.93,-121.93,6.299
37.88,-122.26,1.725
37.76,-122.4,2.9312
33.82,-118.08,6.2519
33.25,-117.32,4.85
37.27,-121.85,7.3339
33.8,-117.9,2.9231
33.91,-118.07,4.023
37.75,-122.48,4.4
39.16,-123.22,3.6587
37.3,-121.97,3.0079
32.71,-117.12,1.9286
34.05,-117.07,1.9694
33.89,-118.01,4.6354
33.88,-118.21,2.1782
37.96,-121.22,2.625
33.79,-118.07,6.4288
38.55,-121.48,4.3929
37.26,-121.83,4.5033
32.77,-117.1,5.7768
37.78,-122.45,3.2011
33.96,-118.13,4.0
39.14,-121.59,1.6840000000000002
33.78,-118.19,1.8036
37.71,-122.45,3.8583
32.9,-117.1,5.149
34.23,-118.45,2.5833
34.34,-117.61,4.8623
32.72,-117.08,3.0446
36.6,-121.95,7.1198
37.8,-122.25,1.6504
37.34,-121.88,2.4196
33.81,-118.07,8.5407
37.74,-122.18,1.8438
33.95,-118.27,1.2091
33.96,-116.48,2.3382
38.56,-121.73,2.8614
32.71,-117.13,1.2614
37.89,-122.08,6.2924
37.89,-122.29,5.1696
37.36,-121.97,6.0116
34.03,-118.39,3.1415
37.68,-122.05,6.1104
37.74,-122.15,3.851
37.24,-121.83,5.9164
38.62,-121.38,3.5625
33.65,-117.25,3.5125
37.01,-121.97,4.5682
38.7,-121.37,3.6484
36.21,-121.13,3.1929
33.95,-118.27,2.2946
37.78,-122.49,3.0278
34.41,-118.56,5.6798
35.28,-119.01,2.7659
35.65,-118.87,3.4792
39.0,-121.15,4.3553
33.67,-117.97,5.6765
34.27,-119.27,4.09
36.32,-119.82,2.0673
37.79,-122.44,4.4375
36.72,-119.74,2.1304
33.85,-117.92,3.2344
37.78,-122.21,1.7188
32.73,-117.09,3.5789
34.08,-117.32,2.5208
34.27,-119.2,3.445
37.75,-122.17,2.5043
35.62,-120.69,2.4567
33.87,-118.01,3.139
37.3,-121.79,5.9399
37.94,-122.54,4.4081
37.28,-121.83,5.2166
37.74,-122.48,4.131
34.18,-118.4,3.5711
38.69,-121.15,6.1359
33.91,-118.17,3.8
33.71,-117.9,6.2488
37.44,-121.88,5.3057
32.86,-117.2,3.9356
33.91,-118.1,4.9732
37.76,-121.94,4.6932
34.27,-118.73,4.556
34.64,-118.21,5.9508
37.73,-121.46,5.1629
33.51,-117.7,6.8279
33.77,-118.26,2.4545
37.25,-121.86,4.2885
34.71,-118.1,2.415
33.83,-118.22,4.4474
32.68,-115.48,2.3319
36.34,-119.65,1.8529
33.96,-118.24,2.0655
32.86,-115.4,3.3182
37.25,-121.81,4.1926
34.01,-118.11,2.4605
33.84,-118.0,4.0039
37.35,-122.02,5.3679
39.41,-123.36,2.9183
33.95,-118.15,4.0
34.04,-118.37,3.825
33.15,-117.06,4.7941
38.11,-121.26,4.2448
33.86,-116.89,3.0417
33.76,-117.95,4.1295
34.12,-117.81,4.8229
34.09,-117.3,2.1842
36.97,-122.0,2.8941
37.81,-122.29,0.9011
33.83,-117.75,8.2375
37.98,-120.39,2.1513
34.15,-118.41,4.1656
34.1,-118.04,4.8017
36.85,-119.84,10.5144
36.33,-119.32,9.0376
32.75,-117.17,2.1532
38.82,-122.5,2.5625
40.45,-122.37,3.3315
33.9,-117.22,4.0467
36.8,-119.69,3.2813
38.44,-121.34,5.7452
36.31,-119.3,4.2778
33.23,-117.08,4.15
32.8,-117.01,2.6934
37.45,-120.89,3.6597
37.68,-121.01,3.5775
33.62,-116.74,2.9141
33.96,-118.26,1.5812
37.43,-119.98,2.5551
34.28,-119.19,4.8583
36.74,-121.64,4.1696
38.46,-122.71,3.9261
35.1,-120.66,2.1042
33.21,-117.38,2.6442
32.74,-117.02,1.8594
33.99,-118.25,1.5272
33.68,-117.35,4.2788
33.88,-118.39,8.1513
33.92,-118.09,5.3146
34.9,-120.48,3.0559
38.01,-121.36,2.3339
32.79,-116.9,6.7685
33.94,-118.15,4.2594
34.13,-117.28,1.8396
33.89,-117.42,7.7197
38.48,-122.66,2.825
32.99,-115.54,4.3523
33.78,-118.4,12.9758
37.86,-122.49,6.7669
33.93,-118.19,3.4712
37.55,-122.34,13.3913
38.54,-121.5,8.338
34.07,-118.25,1.9028
33.88,-117.92,5.3986
32.99,-115.53,1.7159
32.75,-117.21,1.0612
34.93,-120.44,2.1509
37.51,-122.27,5.8964
33.86,-118.43,7.1264
37.01,-121.58,5.1519
38.14,-121.29,2.515
37.91,-122.07,5.0391
33.96,-118.36,2.8378
33.92,-118.29,3.692
33.98,-118.32,1.9732
37.77,-122.45,4.1417
37.55,-122.32,4.6406
33.67,-117.81,7.4581
39.53,-122.2,2.3566
37.37,-121.01,2.3583
34.25,-118.47,4.5417
33.9,-118.42,5.9596
40.45,-122.31,2.0221
34.2,-118.5,4.1304
34.41,-117.28,2.9934
34.02,-117.61,3.8125
38.03,-122.26,3.9345
37.31,-121.97,3.6401
33.67,-117.92,4.2071
33.69,-117.79,5.7115
33.23,-117.11,4.9335
38.01,-122.64,5.5789
37.72,-122.45,4.7143
36.65,-119.67,3.9211
34.27,-119.23,3.8125
37.33,-121.09,1.7188
36.83,-119.76,5.2595
34.09,-117.46,3.5488
34.06,-118.24,1.1979
37.35,-122.04,6.837000000000001
33.83,-118.12,5.0424
34.12,-117.68,5.7214
37.47,-122.25,5.4688
33.54,-117.7,7.9338
37.98,-120.37,1.6021
33.5,-117.63,7.2013
34.04,-118.43,4.5833
35.3,-120.67,2.2165
38.32,-122.48,3.1375
34.04,-118.41,11.1768
34.05,-118.47,3.5909
37.75,-122.42,2.1289
32.79,-117.23,3.625
38.92,-120.02,3.2396
37.68,-122.47,4.5337
37.36,-121.83,3.1982
34.08,-118.22,1.8173
37.05,-121.93,6.4214
33.65,-117.68,5.928
38.58,-121.56,1.9426
34.16,-118.42,3.9028
36.67,-121.66,3.1439
38.94,-122.69,3.125
37.79,-122.2,2.8321
34.23,-118.99,6.6246
34.08,-118.42,15.0001
33.61,-117.73,2.6759
34.1,-117.66,3.4634
37.66,-122.42,2.6631
32.62,-117.07,2.7838
38.62,-121.44,1.4387
34.12,-118.26,2.7348
33.3,-117.25,6.3054
34.06,-117.69,2.5536
34.06,-118.25,1.5491
34.7,-118.13,1.1296
37.19,-121.74,4.2039
32.64,-117.07,4.6477
37.87,-122.11,6.5814
37.4,-122.12,10.3894
34.51,-117.17,3.4875
34.19,-118.58,2.85
34.18,-118.33,3.8462
33.88,-118.28,2.6618
34.27,-119.26,3.6413
37.88,-122.11,6.4666
34.25,-118.64,5.4024
33.78,-117.94,3.8056
37.91,-122.35,4.2895
33.72,-117.98,5.2655
37.08,-122.0,5.5919
34.22,-116.14,1.875
32.76,-117.09,2.2287
38.59,-121.38,4.5313
38.57,-121.48,1.625
34.42,-119.67,2.0643
33.84,-118.1,5.296
38.68,-121.37,3.3074
39.27,-121.02,3.2
37.96,-122.35,2.0353
33.81,-117.85,4.9917
37.66,-122.1,4.275
37.19,-119.77,4.1099
37.41,-122.15,7.0309
37.35,-122.02,4.1473
36.83,-119.69,3.9943
34.03,-118.31,2.025
34.25,-118.5,4.8164
34.1,-118.03,2.9422
37.89,-122.33,4.5268
33.79,-117.85,2.4688
34.27,-118.43,3.024
33.2,-117.38,1.9386
40.66,-123.74,3.0469
38.66,-121.26,4.0781
34.02,-118.3,1.6699
33.98,-118.27,1.625
36.07,-118.99,2.975
33.85,-118.1,5.7039
37.37,-121.81,5.1099
37.36,-121.88,4.2149
34.85,-117.46,3.4912
34.13,-117.57,5.9369
33.92,-118.35,2.75
38.62,-121.45,2.5643
34.2,-118.24,5.5756
34.65,-120.46,2.5966
36.73,-119.74,2.3269
38.15,-121.36,4.3553
34.28,-118.68,4.7034
36.64,-119.63,3.4107
33.96,-118.21,2.1522
39.44,-123.8,1.9208
33.97,-118.03,3.2852
33.65,-117.84,2.2262
32.79,-117.13,4.2098
34.23,-119.29,2.9018
34.13,-118.31,7.2692
32.75,-117.15,2.465
33.92,-117.55,4.8167
33.9,-118.19,2.5719
33.12,-117.29,4.7961
39.23,-120.08,4.8182
34.05,-118.37,2.9883
34.21,-119.03,5.3044
38.64,-121.28,4.8661
34.59,-117.92,2.7396
37.64,-122.48,12.5
37.52,-122.07,6.0824
35.41,-119.02,2.0575
32.96,-116.95,4.5
37.39,-122.09,5.5385
33.64,-117.91,3.9306
33.74,-118.11,4.8482
37.3,-122.06,10.7326
33.98,-117.36,2.0436
34.14,-118.36,3.6823
32.85,-117.19,5.102
37.23,-121.8,5.9225
33.92,-118.26,1.9809
33.96,-118.32,3.3214
33.86,-118.13,3.5833
39.35,-120.19,5.0622
34.19,-118.95,4.675
37.96,-122.57,9.1834
38.69,-121.17,5.6902
36.78,-119.75,2.293
38.62,-120.91,4.1843
34.18,-118.23,3.6875
37.94,-122.06,2.5268
37.7,-122.45,4.0125
33.02,-117.18,13.6623
33.77,-117.84,4.3292
